,titulo,tipo_inmueble,precio,latitud,longitud,tamaño_m2,habitaciones,banios,direccion,descripcion,caracteristicas,url,precio_x_m2,distrito
555,"Casa en venta Cayma, Arequipa, Perú",casa,1300000.0,-16.3857806,-71.5493522,650.0,4.0,5.0,"Cayma, arequipa, perú","UBICADA EN URB. PRIVADA CON UNA INCREÌBLE VISTA AL PAISAJE AREQUIPEÑO   ÁREA TERRENO       :  650 M2   ÁREA CONSTRUIDA:  400 M2   CUENTA CON:    • 📌ÀREA PARA 7 COCHERAS (terreno rural 380 m2)   • 📌PISCINA   • 📌JARDINES   • 📌CUARTO Y BAÑO DE SERVICIO   • 📌LAVANERÌA   1ER NIVEL   • 📌SALA COMEDOR   • 📌COCINA CON COMEDOR DE DIARIO   • 📌SALA DE ESTAR   • 📌ESTUDIO   • 📌BAÑO DE VISITA   2DO NIVEL   • 📌02 DORMITORIOS C/U CON BAÑO PRIVADO   • 📌SALA DE ESTAR   3ER NIVEL   • 📌DORMI ... TORIO PRINCIPAL CON BAÑO PRIVADO   • 📌DORMITORIO SECUNDARIO CON BAÑO    • 📌SALA DE ESTAR   PRECIO: 👉USD 1`300,000   SI NO HAY CORAZÒN, NO HAY TRATO 🏘️   👉Recuerda que puedes contactarnos al:   📱 9️⃣9️⃣8️⃣8️⃣8️⃣2️⃣3️⃣4️⃣0️⃣   📱 9️⃣7️⃣0️⃣7️⃣4️⃣6️⃣3️⃣1️⃣3️⃣   📱 9️⃣9️⃣1️⃣7️⃣6️⃣0️⃣5️⃣9️⃣1️⃣ Mostrar",Armario empotrado Cuarto de Servicio Agua Estacionamientos Terraza Jardín BBQ Cerca a avenidas principales Cerca a Centro Comercial Cerca de parques,https://www.laencontre.com.pe/inmueble/3333-9306-4484e671-9014356df713-4ed9,2000.0,cayma
556,"Casa en venta Parque Campo Verde, Avenida Aviación, Cerro Colorado, Perú",casa,260000.0,-16.3664326,-71.563155,338.0,4.0,4.0,"Parque campo verde, avenida aviación, cerro colorado, perú","A&J INMOBILIARIA VENDE CASA DE ESTRENO EN URBANIZACION CERRADA CERCA A CENTROS COMERCIALES Y COLEGIOS .   DISTRIBUCION DE LA PROPIEDAD :   PRIMER NIVEL :   * Sala, comedor, cocina cerrada con reposteros altos y bajos.   * Pequeño patio.   * Baño social   * Cochera para dos carros   SEGUNDO NIVEL:   * Habitación principal con closet amplio y baño completo.   * Dos habitaciones secundarias con baño compartido.   * Hall   TERCER NIVEL   * Habitación de visitas o servicio c ... on baño completo.   * Salón multiusos con balcón  y terracita   CUARTO NIVEL    * Lavandería techada   * Amplia terraza Mostrar","Amoblado: Sin amoblar Balcón Armario empotrado Cuarto de Servicio Agua Año de construcción: 2,023 Estacionamientos Terraza Caseta de vigilancia Caseta de vigilancia Seguridad privada Cerca a avenidas principales Cerca a Centro Comercial Cerca de parques Cerca a Centro Comercial Vista panorámica",https://www.laencontre.com.pe/inmueble/c7fe-b5da-7eae97f3-f6d77d9ae704-4091,769.2307692307693,cerro colorado
557,"Casa en venta Interbank, Avenida República De Venezuela, Arequipa, 04002, Per",casa,320000.0,-16.413279318023662,-71.5376827865839,200.0,4.0,3.0,"Interbank, avenida república de venezuela, arequipa, 04002, per","VENTA CASA COMERCIAL CERCA DE EL PALOMAR - AREQUIPA      GRAN OPORTUNIDAD DE INVERSIÓN  CASA COMERCIAL ANTIGUA EN AVENIDA VENEZUELA       Vendo casa comercial de 2 pisos en avenida principal, esta ubicada en el Cercado de Arequipa, como referencia cerca el mercado Palomar, oficina de serenazgo, parque industrial y parque del Tren, en zona comercial y avenidas de transporte público,  tiene todos los documentos en regla libres de cargas y gravamenes, y tod ... os los servicios, la casa cuenta con la siguiente distribución:        - Sala     - Comedor    - Cocina     - 04 Dormitorios     - Hall    - 03 Baños     - Deposito    - Cochera ó local comercial     - Patio      ÁREA TERRENO: 200 M2      PRECIO: $320,000 DÓLARES Mostrar",Amoblado: Sin amoblar Agua Estacionamientos Cerca a avenidas principales Cerca al mar Cerca a Centro Comercial Cerca de parques Cerca a Centro Comercial,https://www.laencontre.com.pe/inmueble/142f-b9f2-b947dfc6-d165b43c8622-1274,1600.0,arequipa
558,"Casa en venta Educarte, Avenida Trinidad, Cuadra 2, Cayma, Arequipa, 04013, Per",casa,460000.0,-16.38975029,-71.54762473,237.0,4.0,5.0,"Educarte, avenida trinidad, cuadra 2, cayma, arequipa, 04013, per","¡¡¡VENTA!!! CASA COMERCIAL CERCA AV. EJÉRCITO - CAYMA      GRAN OPORTUNIDAD CASA COMERCIAL EN AVENIDA PRINCIPAL       Vendo amplia casa comercial de 5 niveles,  esta ubicada en el Distrito de Cayma  como referencia cerca de Real Plaza, Mall Plaza y Centro Comercial Cayma con buena ubicación, tiene todos los documentos en regla y todos los servicios, la casa cuenta con la siguiente distribución:        - Sala     - Comedor     - Cocina     - 4Habitaciones      - 10 A ... mbientes      - 05 Baños     - Local Comercial      - Lavandería      - Cochera      - Patio       ÁREA TERRENO: 237m2    ÁREA CONSTRUIDA: 650m2      PRECIO: $460,000 DÓLARES Mostrar",Amoblado: Sin amoblar Armario empotrado Agua Estacionamientos Cerca a avenidas principales Cerca a Centro Comercial Cerca de parques,https://www.laencontre.com.pe/inmueble/6a9b-b90b-613d5466-876a34dc8a90-1273,1940.928270042194,cayma
559,"Casa en venta Yanahuara, Arequipa",casa,230000.0,-16.397739,-71.557559,180.0,4.0,3.0,"Yanahuara, Arequipa","Vendo casa en la Urbanización Piedra Santa con sala comedor, cocina, baños, jardín, cochera. Se encuentra muy cerca a la Av. Metropolitana y 2 minutos de la U Católica.","Año de construcción: 2,010 Estacionamientos Cerca de parques",https://www.laencontre.com.pe/inmueble/5819-9e56-a3d835d1-3fcfae964943-3e79,1277.7777777777778,yanahuara
560,"Casa en venta 88vj+p55, La Punta 04445, Perú",casa,170000.0,-16.656144,-72.669414,240.0,4.0,4.0,"88vj+p55, la punta 04445, perú","Se vende Casa de playa dentro de la urbanización exclusiva en AGUAS MARINAS, en Playa Cerrillos, donde podrás disfrutar con tu familia atardeceres de verano y tener toda tranquilidad que deseas. Además de tener la oportunidad de practicar tu deporte favorito, gozar de una vista privilegiada por tener una buena ubicación        Al encontrarse tan cerca del mar es fácil encontrar algunos de los mejores restaurantes en las zonas aledañas a la playa.      DI ... STRIBUCIÓN:    PRIMER PISO:    Sala – Comedor, Cocina equipada con reposteros altos y bajos, 4 dormitorios con 2 baños. Piscina, baño de visita y desarenador.      SEGUNDO PISO:    Sala de entretenimiento con baño completo: mesa de billar, mesa de ping pong, juego de sapo      TERCER PISO:    Terraza para hacer parrilla y fogata      Se vende amoblada y equipada. Cochera privada para 6 vehículos.   La documentación totalmente en orden, inscrita en Registros Públicos      ***SE ALQUILA POR NOCHE, POR SEMANA, POR MES*** Consultar precios      La casa cuenta con Cable DIRECTV, Internet, cámaras de vigilancia, Luz eléctrica, Agua Potable, Tanque y Cisterna.      Contáctanos y agenda una vista.    - Comedor- Cocina- Terraza- Vigilancia- Amoblado- Parrilla- Sala de juegos- Agua corriente- Internet- Cuarto de servicio- Sala- Cable Mostrar","Año de construcción: 2,006 Estacionamientos",https://www.laencontre.com.pe/inmueble/451083,708.3333333333334,desconocido
561,"Casa en venta Cerro Colorado, Arequipa",casa,195000.0,-16.39637,-71.56743,110.0,7.0,6.0,"Cerro Colorado, Arequipa",Hermosa casa semi estreno con vista a la campiña a pocas cuadras del estadio Arturo Diaz Huerta.   Esta casa consta de :   Primer piso    Amplia sala comedor.   Cocina.   Cochera para dos autos.   Baño Social   Baño ingreso    Segundo piso   Habitación principal con baño privado.   Dos habitaciones secundarias.   Baño Común.   Sala de Estar.   Tercer piso    Habitación principal con baño privado.   Dos habitaciones secundarias.   Baño común.   Sala de estar.   Cuarto Piso    Cuarto d ... e Servicio.   Amplio patio. Mostrar,"Amoblado: Semi-amoblado Mascotas permitidas Niños permitidos Línea Blanca Cuarto de Servicio Año de construcción: 2,023 Estacionamientos Caseta de vigilancia Cerca a avenidas principales Cerca a Centro Comercial Vista panorámica",https://www.laencontre.com.pe/inmueble/d630-995d-59e41636-c368db3c5274-1273,1772.7272727272727,cerro colorado
562,"Casa en venta Yanahuara, Arequipa",casa,800000.0,-16.401601,-71.550861,250.0,10.0,5.0,"Yanahuara, Arequipa","¡¡¡VENTA!!! INMUEBLE COMERCIAL - UMACOLLO      GRAN OPORTUNIDAD INVERSIONISTAS   Vendo inmueble comercial de 03 niveles con  buena ubicación en avenida comercial en Umacollo cerca de bancos, colegios y Universidad Católica Santa María, ideal para empresas, institutos, clínica, tiene todos los documentos en regla, el inmueble cuenta con la siguiente distribución:      - Inmueble de 03 niveles      - Amplia recepción      - 19 Ambientes      - 05 Baños   rea Terre ... no: 218m2   rea Construida: 250m2   Precio: $800,000 Dólares Mostrar",Cerca de parques,https://www.laencontre.com.pe/inmueble/962e-9435-e43ba35a-86fbf7dc9662-34c4,3200.0,yanahuara
563,"Casa en venta Jose Luis Bustamante Y Rivero, Arequipa",casa,370000.0,-16.417138,-71.532851,430.0,10.0,10.0,"Jose Luis Bustamante Y Rivero, Arequipa","¡¡¡VENTA!!! HOSTAL AMOBLADO CERCA DE LA PAMPILLA - J. L. BUSTAMANTE Y RIVERO      GRAN OPORTUNIDAD    Vendo hostal amoblado de 4 pisos  en ADEPA en el Distrito de J. L. Bustamante y Rivero, como referencia cerca del Hospital Honorario Delgado Espinosa,  con buena ubicación en la zona, tiene todos los documentos en regla,  cuenta con la siguiente distribución:     - Recepción     - Cocina     - 12 Habitaciones con baño independiente      - 13 Baños     - Cochera  ... para 02 autos     - Lavandería     - Sin ascensor   rea Total : 198m2   rea Construida: 430m2   Precio: $370,000 Dólares Mostrar",Estacionamientos Cerca de parques,https://www.laencontre.com.pe/inmueble/61f7-b7d3-114645c2-ee5ec306e163-33a6,860.4651162790698,bustamante
564,"Casa en venta Arequipa Distrito, Arequipa",casa,449000.0,-16.40315652,-71.53433038,506.0,5.0,4.0,Arequipa,Ubicado muy cerca al centro financiero y comercial de La Negrita.      Venta de inmueble amplio a una cuadra de la UNSA y avenidas importantes como la Av. Venezuela y Av. Independencia.      Zona tranquila y segura.      🔹 Área:              Área Total: 382.93m²            Área Construida: 506.12m²             🔹 Ideal para:      - Desarrollo inmobiliario       - Clínica      - Oficinas      🔹 Zonificación:      - Comercial      🔹Parámetros:      - 7 pisos de altura,Estacionamientos Cerca de parques,https://www.laencontre.com.pe/inmueble/6824-babc-ab1696dd-3a35659f0ef4-3983,887.3517786561265,arequipa
565,"Casa en venta Arequipa Distrito, Arequipa",casa,420000.0,-16.399913,-71.546222,530.0,7.0,4.0,Arequipa,"LOCAL COMO TERRENO EN VENTA EN UMACOLLO             CASONA EN VENTA COMO TERRENO - EX GIMNASIO CULTURAL      - Amplios ambientes facilmente adecuables       - Aprovechable para proyecto inmobiliario como terreno o acondicionamiento para empresas, oficinas, Call Center, etc.        - A  cuadras del parque Libertad de expresión y la Universidad Católica Santa Maria       - Papeles en regla              PRECIO: $ 420,000",Oficina Cerca de parques,https://www.laencontre.com.pe/inmueble/7191-854c-7c3a7815-af4f8f4521c0-3f96,792.4528301886793,arequipa
566,"Casa en venta Cerro Colorado, Arequipa",casa,795000.0,-16.387975,-71.559042,576.0,4.0,4.0,"Cerro Colorado, Arequipa","Hermosa residencia en urbanización la planicie de Challapampa, zona exclusiva.   Residencia cuenta con todas las comodidades.   Primer nivel:    jardín , hall, baño de visita, sala, escritorio, comedor, cocina, comedor de diario, terraza, amplio y bello jardín, cocheras.   Segundo nivel:   hall. Sala de estar, dormitorio principal con walkin closet y baño incorporado, segundo dormitorio con baño incorporado, tercer y cuarto dormitorio comparten otro baño c ... ompleto.   Cuarto y baño de servicio, lavandería, tendal.   Documentación en orden - listo para la venta    Area de Terreno: 440 mts2   Area de Construccion: 576 mts2 Mostrar","Balcón Armario empotrado Línea Blanca Chimenea Internet Jacuzzi Cuarto de Servicio Agua Año de construcción: 2,014 Estacionamientos Terraza Cisterna Caseta de vigilancia Acceso a discapacitados Jardín BBQ Seguridad privada Cerca a avenidas principales Cerca a Centro Comercial Cerca de parques Cerca a Centro Comercial",https://www.laencontre.com.pe/inmueble/675f-a7a1-3186dcba-ff4566d84e4e-3269,1380.2083333333333,cerro colorado
567,"Casa en venta Avenida John F. Kennedy 700-798, Cuadra 7, Up. Jesus Maria, Paucarpata, Arequipa, 04002, Per",casa,320000.0,-16.41757667,-71.51007347,360.0,5.0,4.0,"Avenida john f. kennedy 700-798, cuadra 7, up. jesus maria, paucarpata, arequipa, 04002, per","iii VENTA !!! CASA CERCA MALL AVENTURA Y AV. KENNEDY - PAUCARPATA      CASA CON 2 DEPARTAMENTOS CON TRIPLE FACHADA CERCA AVENIDA KENNEDY       Vendo bonita casa con 2 departamento,  con triple fachada está ubicada en el Distrito de Paucarpata, como referencia cerca a la avenida Kennedy y al Mall Aventura, en zona tranquila y segura, cerca de parques, áreas verdes, bancos y de colegios, tiene todos los documentos en regla, la casa cuenta con la siguiente  ... distribución:      1ER. NIVEL:   - Sala   - Comedor   - Cocina   - Estudio   - 02 Habitaciones   - 02 Baños   - Lavandería   - 01 Cohera delantera    - Deposito con baño   - 03 Cocheras posterior    - Patio   - Jardin       2DO. NIVEL:   - Sala   - Comedor   - Cocina   - 03 Habitaciones   - 01 Baño   - Lavandería      ÁREA TERRENO: 360 M2   AREA CONSTRUIDA: 210 M2   FRENTERA: 13 METROS      PRECIO: $320,000 DÓLARES Mostrar",Amoblado: Sin amoblar Niños permitidos Mascotas permitidas Armario empotrado Estacionamientos Jardín Caseta de vigilancia BBQ Cerca a avenidas principales Cerca a Centro Comercial Cerca de parques Cerca a Centro Comercial Vista panorámica,https://www.laencontre.com.pe/inmueble/95cd-bd1b-e1b5fbd6-794f49b675e7-1273,888.8888888888889,paucarpata
568,"Casa en venta Alvarez Thomas, Arequipa 04001, Perú",casa,410000.0,-16.38968692,-71.5328129,468.0,5.0,4.0,"Alvarez thomas, arequipa 04001, perú","SE VENDE CASA amplia ideal para vivienda y/o oficinas,acabados de lujo   totalmente remodelada en el año 2019   .Ubicado en el distrito de Selva Alegre frente a parque    la propiedad cuenta con  7 ambientes muy bien distribuidos ,6 baños ,cochera para 3 vehículos,cableado a pozo de tierra ,tanque de agua ,Terma solar de 180 litros,cerco eléctrico,alarma ,cámaras,jardin,dos espacios en la azotea ,(área de parrilla ,área de lavanderia )      El transporte ...  urbano está a la mano.   parques ,colegios,entidades financieras y demas.         Totalmente saneado    Área de terreno:198 M2   Área construida : 270 M2 Mostrar","Amoblado: Sin amoblar Mascotas permitidas Niños permitidos Armario empotrado Internet Agua Año de construcción: 2,017 Estacionamientos Cisterna Terraza Caseta de vigilancia Jardín BBQ Seguridad privada Cerca a avenidas principales Cerca a Centro Comercial Cerca de parques Cerca a Centro Comercial Vista panorámica",https://www.laencontre.com.pe/inmueble/341d-9ca5-bc982886-2bf7d8f80731-1273,876.0683760683761,selva alegre
569,"Casa en venta Urb Tahuaycani, Arequipa, Perú",casa,325000.0,-16.4062754,-71.5542202,279.16,5.0,3.0,"Urb tahuaycani, arequipa, perú","Vendo Casa espaciosa 279.16 m2 (Interior) en Avenida Tahuaycani ideal para empresa o negocio. Cuenta con la siguiente distribución: - Primer Piso: 03 Almacenes y un baño completo - Segundo Piso: Sala Comedor Cocina con reposteros altos y bajos en madera 01 Habitación con ropero empotrado 02 Habitaciones secundarias Baño Compartido Completo -Tercer Piso: 01 Habitación con baño incorporado 01 Habitación secundaria Azotea y Lavandería **Cuenta con un ingreso común de estacionamiento debido a que el total del terreno está dividido en dos casas, teniendo ésta propiedad espacio para guardar hasta dos autos de forma lineal delante de su fachada.      TATIANA CASTRO - 920 221---- ... Mostrar","Amoblado: Sin amoblar Año de construcción: 1,988 Cerca a avenidas principales Cerca de parques",https://www.laencontre.com.pe/inmueble/5f4b-b0df-1d8721f0-cedccfca72a8-4a24,1164.2069064335865,desconocido
570,"Casa en venta Urbanización La Alborada, Arequipa, Perú",casa,235000.0,-16.4091648,-71.5166092,156.0,5.0,4.0,"Urbanización la alborada, arequipa, perú","La casa se encuentra a espaldas del parque Lambramani en Urb. cerrada con vigilancia, actualmente cuenta con dos pisos terminados, divididos en dos departamentos  independientes, en el primer nivel cuenta con sala comedor cocina deposito 3 habitaciones dos baños completos y un medio baño, patio trasero y cochera, en el segundo nivel cuenta con sala comedor cocina 02 habitaciones 01 baños completo, una terraza,  en el tercer nivel se encuentra una ...  habitación terminada con baño completo y dos habitaciones y un baño en casco rojo en construcción Mostrar","Amoblado: Sin amoblar Armario empotrado Año de construcción: 1,998 Estacionamientos Caseta de vigilancia Seguridad privada Cerca a avenidas principales Cerca a Centro Comercial Cerca de parques Cerca a Centro Comercial",https://www.laencontre.com.pe/inmueble/b559-b390-59561a6b-ce906b6282d1-4696,1506.4102564102564,desconocido
571,"Casa en venta Yanahuara, Arequipa",casa,260000.0,-16.3893095,-71.5440832,291.0,4.0,3.0,"Yanahuara, Arequipa","BONITA CASA DE TRES PISOS  EN VENTA UBICADO EN QUINTA DE YANAHUARA zona muy tranquila,y segura   Se encuentra a dos cuadras de la plaza de la misma y a una cuadra de la Av ejercito, transporte urbanos y demás.      Área  de Terreno: 124m²   Área construida :167m2       DIATRIBUCION :   🔺Primer nivel :   * Sala/Comedor   * Cocina    *01 baño de visita    *Patio    * Cochera para 2 vehículos       🔺Segundo nivel :   *0 1 dormitorios principal con baño privado.   * 2 dormitorios ...    * Sala de estar    * 1 Servicio higiénico      🔺Tercer nivel:   *Lavandería   * Sala de juegos   * 1 baño   * Terraza   * Sala de estudio Mostrar","Amoblado: Sin amoblar Mascotas permitidas Niños permitidos Armario empotrado Internet Línea Blanca Agua Año de construcción: 2,003 Estacionamientos Terraza Seguridad privada Cerca a avenidas principales Cerca a Centro Comercial Cerca a Centro Comercial Cerca de parques",https://www.laencontre.com.pe/inmueble/3690-835a-b554a6f6-7b50f4fe4709-1273,893.4707903780069,yanahuara
572,"Casa en venta Arequipa Distrito, Arequipa",casa,360000.0,-16.4051351,-71.5299851,300.0,6.0,5.0,Arequipa,"SE VENDE AMPLIA CASA A UNA CUADRA DE LA AVENIDA INDEPENDENCIA      Se encuentra en el corazón de Arequipa cerca a Academias, Cetpros, Institutos y más.      La propiedad cuenta con:      * 1era planta:    - Hall de entrada    - Sala comedor amplios    - Baño social    - Cochera con portero eléctrico    - Jardín    - Patio     - Cocina y alacena    - Dos depositos    - Entrada de servicio      *2da planta:     - Habitación principal con baño completo    - 3 habitaciones con closet emp ... otrados    - Baño completo compartido    - Hall de entretenimiento    - Balcón    - Patio    - Cocina (incluye cocina y reposteros)    - Baño de servicio      *3era planta:    - Salón amplio con entrada independiente    - Baño completo    - Cuarto de servicio    - 2 depósitos    - Patio Mostrar",Balcón Armario empotrado Línea Blanca Cuarto de Servicio Agua Estacionamientos Terraza Caseta de vigilancia Jardín Cerca a avenidas principales Cerca a Centro Comercial Cerca a Centro Comercial,https://www.laencontre.com.pe/inmueble/ab45-c01d-740cb390-1ad87ce7f04b-4578,1200.0,arequipa
573,"Casa en venta Av. Roosevelt, Alto Selva Alegre, Arequipa, Perú",casa,230000.0,-16.3851662,-71.5268155,129.0,5.0,3.0,"Av. roosevelt, alto selva alegre, arequipa, perú","VENDO CASA UBICADA EN LA PARTE BAJA DE SELVA ALEGRE EN AVENIDA PRINCIPAL, IDEAL PARA VIVIENDA O EMPRESAS , ETC. CUENTA CON UN ÁREA DE 310 M2 DE TERRENO Y 277 M2 CONSTRUIDOS DISTRIBUIDOS EN TRES PISOS :   1 ER PISO TIENE 2 HABITACIONES ,  2 MEDIOS BAÑOS , UN BAÑO COMPLETO Y UN ÁREA DE PATIO Y JARDIN LIBRE DE 165 M2 , COCINA, JARDÍN DELANTERO, COCHERA .   SEGUNDO PISO CUENTA CON UN PEQUEÑO PATIO BALCON , SALA DE ESTAR Y 3 DORMITORIOS CON CLOSET Y UNA H ... ABITACION SIN CLOSET, BAÑO COMPLETO   TERCER PISO CUENTA CON UN DEPOSITO D MATERIAL NOBLE Y ÁREA LIBRE DE 130 M2,       LOS INTERESADOS COMUNICARSE AL TLF DEL AVISO Mostrar","Balcón Armario empotrado Línea Blanca Calefacción Internet Jacuzzi Gas Natural Cuarto de Servicio Piscina Año de construcción: 1,989 Estacionamientos Terraza Cisterna Caseta de vigilancia Jardín BBQ Ascensor Seguridad privada Cerca a avenidas principales Cerca a Centro Comercial Cerca de parques Cerca a Centro Comercial Vista panorámica",https://www.laencontre.com.pe/inmueble/377714,1782.9457364341085,selva alegre
574,"Casa en venta Av. Pumacahua 100, Cerro Colorado, Perú",casa,197000.0,-16.3809148,-71.5565045,204.0,4.0,3.0,"Av. pumacahua 100, cerro colorado, perú","VENDO bonita  casita ubicada en la mejor zona de cerro colorado, cerca a metro, a una cuadra av Pumacahua, mall Arequipa Center     Cuenta con un área de Terreno de 135 M2   y en 2 pisos  un área construida de 204 M2    Distribuidos de la siguiente manera    PRIMER PISO :   Sala comedor amplia    Habitación pequeño estudio   Cocina Cerrada grande , mesada de granito, reposteros altos y bajos    Comedor de diario en la cocina   Patio y aparte lavandería   Cochera con ...  portón automático   Baño de Visitas    SEGUNDO PISO :   HALL y Estudio    3 dormitorios grandes para camas Queen y Kung, clóset empotrados    Baño completo dentro del dormitorio principal   Baño compartido para los otros 2 dormitorios   Terma solar y eléctrica   Para informes y reservar visitas comunicarse al teléfono de la publicación Mostrar","Armario empotrado Línea Blanca Chimenea Cuarto de Servicio Año de construcción: 2,017 Estacionamientos Terraza Cisterna Caseta de vigilancia Jardín BBQ Cerca a avenidas principales Cerca a Centro Comercial Cerca de parques Cerca a Centro Comercial Vista panorámica",https://www.laencontre.com.pe/inmueble/360800,965.6862745098039,cerro colorado
575,"Casa en venta Cayma, Arequipa",casa,270000.0,-16.38204184,-71.5445451,220.02,4.0,4.0,"Cayma, Arequipa","ESTAS EN BUSQUEDA DE UNA PROPIEDAD QUE TE BRINDE LA TRANQUILIDAD CERCANIA Y SOBRE TODO SEGURIDAD?   TE TRAIGO UNA EXCELENTE OPCION, CASA EN QUINTA PRIVADA EN VENTA A POCOS PASOS DE LA MUNICIPALIDAD DE CAYMA Y ESTA DISTRIBUIDA DE LA SGTE MANERA :   ⁂ SEMISOTANO ÁREA  DE  47.91 m2 ⁂   ✔ CORRESPONDE A 2 COCHERAS PARALEAS TECHADAS AMBAS CON PUERTA ELECTRICA ELEVADA  CON PISO DE CERAMICO Y GRADAS QUE CONDUCEN AL PRIMER NIVEL    ⁂ PIMER PISO ÁREA  DE 113 M2 ⁂   ✔SALA COMEDOR BIEN ILUMINADO    ✔AREA DE TERRAZA   ✔COCINA DE CONCEPTO CERRADO CON REPOSTEROS ALTOS Y BAJOS CON AREA DE COMEDOR DE DIARIA Y PUERTA INDEPENDIENTE DE INGRESO    ✔DOS COCHERAS PARALEAS TECHADAS TIPO CARD POT   ✔HALL DE INGRESO    ✔BAÑO DE VISITAS    ✔ JARDIN BAJO GRADAS   ⁂ SEGUNDO PISO ÁREA DE 84.98 m2 ⁂   ✔HABITACION PRINCIPAL BIEN AMPLIA CON CLOSET DE PISO A TECHO Y BAÑO COMPLETO PRIVADO   ✔GRADAS QUE LLEVAN A LAS HABITACIONES    ✔HABITACION SECUNDARIA CON CLOSET DE PISO A TECHO  BIEN ILUMINADO    ✔HABITACION SECUNDARIA  CON CLOSET DE PISO A TECHO BIEN ILUMINADO    ✔BAÑO COMPLETO COMPARTIDA PARA LAS HABITACIONES SECUNDARIAS    ✔SALA DE ESTAR O ESTUDIO   ✔HABITACION SECUNDARIA O DE VISITAS CON CLOSET DE PISO A TECHO BIEN ILIMINADA Y CON BAÑO PRIVADO   ✔TERRAZA  CON VISTA INTERIOR DE LA QUINTA    ⁂ TERCER PISO ÁREA DE 84.98m2 ⁂   ✔BAÑO DE SERVICIO COMPLETO   ✔HABITACION DE SERVICIO BIEN ILUMINADO    ✔ÁREA DE LAVANDERIA Y TENDALES       CON UNA VISTA IMPRESIONANTE A LOS VOLCANES Y PASAJE DE LA CIUDAD DONDE VERAS HASTA EL PUENTE CHILINA   CERCA A COMISARIA DE CAYMA , MUNICIPALIDAD COLEGIOS IGLESIA , PUENTE CHILINA ,AV. PRINCIPAL , A UNOS 5 MIN DE LA AV EJERCITO A MALL PLAZA, REAL PLAZA , CLARO ENTEL  MOVISTAR , CERCA A  LA CLINICA SAN  JUAN DE DIOS E IGLESIA DEL MISMO NOMBRE     ASI QUE NO DUDES MAS Y SOLICITA UNA VISITA CONMIGO Y VEN A CONOCER TU NUEVO HOGAR    PAPELES EN REGLA LISTA PARA SU VENTA    PRECIO NEGOCIABLE      JESSICA FRANCO -  Ver teléfono ... Mostrar","Amoblado: Semi-amoblado Año de construcción: 2,009",https://www.laencontre.com.pe/inmueble/b1ab-bc8d-62884e4-92fa8c00f5e9-4f0e,1227.1611671666212,cayma
576,"Casa en venta Mejia, Arequipa, Perú",casa,200000.0,-17.0376962,-71.8927076,175.79,7.0,7.0,"Mejia, arequipa, perú","Oportunidad de compra de linda casa de playa en Mejia , cuenta con 3 pisos y tiene la siguiente distribución:   Área total: 175.79 m2    Área construida: 253.99 m2    Área de estacionamiento: 12.00 m2       1er piso:    - Cochera    - Sala con muebles y equipo de sonido    - Amplio comedor    - 2 habitaciones con baño compartido    - Baño de visitas    - Cocina con reposteros altos y bajos    - Patio    - Piscina    - 2 desarenadoras    2do piso:    - Sala de estar    - 4 habitaciones con baño privado completo cada una    3er piso:    - Bar    - Terraza    - Comedor grande    - Comedor pequeño    - 1 habitación con baño privado completo   - Lavandería    - Bbq    Adicional:    - Cuenta con 2 tanques de agua elevados      GILDA VALVERDE -  Ver teléfono ... Mostrar","Amoblado: Sin amoblar Año de construcción: 2,005",https://www.laencontre.com.pe/inmueble/5e48-b2e2-8ef97be7-f731b8e6a695-5054,1137.7211445474716,desconocido
